Analyte_Abbreviation,Chemical_Name,CASRN,Treatment_Process,Test_Scale,Matrix,Matrix_Detail,Treatment_Temp_C,Treatment_Time,Condition_Details,Effectiveness_Percent,Effectiveness_Type,Measure_Details,Initial_Concentration,Initial_Details,Post_Concentration,Post_Details,Offgas_Concentration,Additional_Details,Citation,Treatment_Time_Minutes,Effectiveness_Percent_Numeric,Initial_Concentration_Numeric,Post_Concentration_Numeric,Offgas_Concentration_Numeric,Treatment_Success,Temperature_Category,Time_Category,In_Chemical_List,Standardized_Chemical_Name
PFHxA,Perfluorohexanoic acid,307-24-4,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,	=129 µg/kg,,,,,Table 4-12- DT4-2-2,Barranco et al 2020,,,129.0,,,False,High,,True,Perfluorohexanoic acid
PFOA,Perflouorooctanoate,335-67-1,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,101 µg/kg,,,,,Table 4-12- DT4-2-2,Barranco et al 2020,,,101.0,,,False,High,,True,Perfluorooctanoic acid
PFHpS,Perfluoroheptyl sulfonate,375-92-8,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,	=195 µg/kg,,,,,Table 4-12- DT4-2-2,Barranco et al 2020,,,195.0,,,False,High,,True,Perfluoroheptanesulfonic acid
PFBS,Perfluorobutyl sulfonate,375-73-5,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,152 µg/kg,,,,,Table 4-12- DT4-2-2,Barranco et al 2020,,,152.0,,,False,High,,True,Perfluorobutanesulfonic acid
FtS 8:2,Fluorotelomer sulfonate 8:2,39108-34-4,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,130 µg/kg,,,,,Table 4-12- DT4-2-2,Barranco et al 2020,,,130.0,,,False,High,,True,8:2 Fluorotelomer sulfonic acid
PFPeS,Perfluoropentanesulfonic acid,2706-91-4,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,	=172 µg/kg,,,,,Table 4-12- DT4-2-2,Barranco et al 2020,,,172.0,,,False,High,,True,Perfluoropentanesulfonic acid
PFNS,Perfluorononane sulfonate,474511-07-4,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,	=7.79 µg/kg,,,,,Table 4-12- DT4-2-2,Barranco et al 2020,,,7.79,,,False,High,,True,Perfluorononanesulfonate
PFDoA,Perfluorododecanoic acid,307-55-1,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,<4.84 µg/kg,,,,,Table 4-12- DT4-2-2,Barranco et al 2020,,,4.84,,,False,High,,True,Perfluorododecanoic acid
PFBA,Perfluorobutanoic acid,375-22-4,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,13 µg/kg,,,,,Table 4-12- DT4-2-2,Barranco et al 2020,,,13.0,,,False,High,,True,Perfluorobutanoic acid
PFTeDA,Perfluorotetradecanoic acid,376-06-7,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,<4.84 µg/kg,,,,,Table 4-12- DT4-2-2,Barranco et al 2020,,,4.84,,,False,High,,True,Perfluorotetradecanoic acid
PFOS,Perfluorooctylsulfonate,1763-23-1,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,	=6400 µg/kg,,,,,Table 4-12- DT4-2-2,Barranco et al 2020,,,6400.0,,,False,High,,True,Perfluorooctanesulfonic acid
PFDA,Perfluorodecanoic acid,335-76-2,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,<19.6 µg/kg,,,,,Table 4-12- DT4-2-1,Barranco et al 2020,,,19.6,,,False,High,,True,Perfluorodecanoic acid
PFTriA,Perfluorotridecanoic acid,72629-94-8,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,<0.196 µg/kg,,,,,Table 4-12- DT4-2-1,Barranco et al 2020,,,0.196,,,False,High,,True,Perfluorotridecanoic acid
N-EtFOSAA,2-(N-Ethyl-perfluorooctanesulfonamido)acetate,2991-50-6,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,<1.96 µg/kg,,,,,Table 4-12- DT4-2-1,Barranco et al 2020,,,1.96,,,False,High,,True,2-(N-Ethylperfluorooctanesulfonamido)acetic acid
N-MeFOSAA,2-(N-Methylperfluorooctanesulfonamido)acetate,909405-48-7,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,<1.96 µg/kg,,,,,Table 4-12- DT4-2-1,Barranco et al 2020,,,1.96,,,False,High,,True,2-(N-Methylperfluorooctanesulfonamido)acetate
PFDoA,Perfluorododecanoic acid,307-55-1,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,0.212 µg/kg,,,,,Table 4-12- DT4-2-1,Barranco et al 2020,,,0.212,,,False,High,,True,Perfluorododecanoic acid
PFBA,Perfluorobutanoic acid,375-22-4,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,16 µg/kg,,,,,Table 4-12- DT4-2-1,Barranco et al 2020,,,16.0,,,False,High,,True,Perfluorobutanoic acid
PFDS,Perfluorodecyl sulfonate,335-77-3,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,18.2 µg/kg,,,,,Table 4-12- DT4-2-1,Barranco et al 2020,,,18.2,,,False,High,,True,Perfluorodecanesulfonic acid
PFNS,Perfluorononane sulfonate,474511-07-4,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,	=15.1 µg/kg,,,,,Table 4-12- DT4-2-1,Barranco et al 2020,,,15.1,,,False,High,,True,Perfluorononanesulfonate
PFOSA,Perfluorooctanesulfonamide,754-91-6,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,	=3.58 µg/kg,,,,,Table 4-12- DT4-2-1,Barranco et al 2020,,,3.58,,,False,High,,True,Perfluorooctanesulfonamide
PFPeA,Perfluoropentanoic acid,2706-90-3,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,	=34.3 µg/kg,,,,,Table 4-12- DT4-2-1,Barranco et al 2020,,,34.3,,,False,High,,True,Perfluoropentanoic acid
PFNA,Perfluorononanoic acid,375-95-1,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,	=1.74 µg/kg,,,,,Table 4-12- DT4-2-1,Barranco et al 2020,,,1.74,,,False,High,,True,Perfluorononanoic acid
PFUnA,Perfluoroundecanoic acid,2058-94-8,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,	=0.13 µg/kg,,,,,Table 4-12- DT4-2-1,Barranco et al 2020,,,0.13,,,False,High,,True,Perfluoroundecanoic acid
FtS 4:2,Fluorotelomer sulfonate 4:2,414911-30-1,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,0.828 µg/kg,,,,,Table 4-12- DT4-2-1,Barranco et al 2020,,,0.828,,,False,High,,True,4:2 Fluorotelomer sulfonate
PFHxS,Perfluorohexyl sulfonate,355-46-4,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,	=928 µg/kg,,,,,Table 4-12- DT4-2-1,Barranco et al 2020,,,928.0,,,False,High,,True,Perfluorohexanesulfonic acid
PFHpA,Perfluoroheptanoic acid,375-85-9,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,39.1 µg/kg,,,,,Table 4-12- DT4-2-1,Barranco et al 2020,,,39.1,,,False,High,,True,Perfluoroheptanoic acid
PFHxA,Perfluorohexanoic acid,307-24-4,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,	=153 µg/kg,,,,,Table 4-12- DT4-2-1,Barranco et al 2020,,,153.0,,,False,High,,True,Perfluorohexanoic acid
FtS 6:2,Fluorotelomer sulfonate 6:2,27619-97-2,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,107 µg/kg,,,,,Table 4-12- DT4-2-1,Barranco et al 2020,,,107.0,,,False,High,,True,6:2 Fluorotelomer sulfonic acid
PFOA,Perflouorooctanoate,335-67-1,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,139 µg/kg,,,,,Table 4-12- DT4-2-1,Barranco et al 2020,,,139.0,,,False,High,,True,Perfluorooctanoic acid
PFHpS,Perfluoroheptyl sulfonate,375-92-8,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,	=169 µg/kg,,,,,Table 4-12- DT4-2-1,Barranco et al 2020,,,169.0,,,False,High,,True,Perfluoroheptanesulfonic acid
PFBS,Perfluorobutyl sulfonate,375-73-5,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,205 µg/kg,,,,,Table 4-12- DT4-2-1,Barranco et al 2020,,,205.0,,,False,High,,True,Perfluorobutanesulfonic acid
PFPeS,Perfluoropentanesulfonic acid,2706-91-4,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,	=211 µg/kg,,,,,Table 4-12- DT4-2-1,Barranco et al 2020,,,211.0,,,False,High,,True,Perfluoropentanesulfonic acid
PFTeDA,Perfluorotetradecanoic acid,376-06-7,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,	=0.0708 µg/kg,,,,,Table 4-12- DT4-2-1,Barranco et al 2020,,,0.0708,,,False,High,,True,Perfluorotetradecanoic acid
FtS 8:2,Fluorotelomer sulfonate 8:2,39108-34-4,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,179 µg/kg,,,,,Table 4-12- DT4-2-1,Barranco et al 2020,,,179.0,,,False,High,,True,8:2 Fluorotelomer sulfonic acid
PFOS,Perfluorooctylsulfonate,1763-23-1,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,650.0,,Duration not listed,,Percent Removed,,	=7290 µg/kg,,,,,Table 4-12- DT4-2-1,Barranco et al 2020,,,7290.0,,,False,High,,True,Perfluorooctanesulfonic acid
PFOSA,Perfluorooctanesulfonamide,754-91-6,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,	=3.25 µg/kg,,,,,Table 4-10 DT3-2-2,Barranco et al 2020,,,3.25,,,False,High,,True,Perfluorooctanesulfonamide
PFDA,Perfluorodecanoic acid,335-76-2,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,<19.5 µg/kg,,,,,Table 4-10 DT3-2-2,Barranco et al 2020,,,19.5,,,False,High,,True,Perfluorodecanoic acid
PFTriA,Perfluorotridecanoic acid,72629-94-8,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,<19.5 µg/kg,,,,,Table 4-10 DT3-2-2,Barranco et al 2020,,,19.5,,,False,High,,True,Perfluorotridecanoic acid
PFTeDA,Perfluorotetradecanoic acid,376-06-7,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,<19.5 µg/kg,,,,,Table 4-10 DT3-2-2,Barranco et al 2020,,,19.5,,,False,High,,True,Perfluorotetradecanoic acid
PFUnA,Perfluoroundecanoic acid,2058-94-8,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,<19.5 µg/kg,,,,,Table 4-10 DT3-2-2,Barranco et al 2020,,,19.5,,,False,High,,True,Perfluoroundecanoic acid
FtS 4:2,Fluorotelomer sulfonate 4:2,414911-30-1,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,1.59 µg/kg,,,,,Table 4-10 DT3-2-2,Barranco et al 2020,,,1.59,,,False,High,,True,4:2 Fluorotelomer sulfonate
N-MeFOSAA,2-(N-Methylperfluorooctanesulfonamido)acetate,909405-48-7,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,<1.95 µg/kg,,,,,Table 4-10 DT3-2-2,Barranco et al 2020,,,1.95,,,False,High,,True,2-(N-Methylperfluorooctanesulfonamido)acetate
N-EtFOSAA,2-(N-Ethyl-perfluorooctanesulfonamido)acetate,2991-50-6,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,<1.95 µg/kg,,,,,Table 4-10 DT3-2-2,Barranco et al 2020,,,1.95,,,False,High,,True,2-(N-Ethylperfluorooctanesulfonamido)acetic acid
PFDS,Perfluorodecyl sulfonate,335-77-3,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,15.4 µg/kg,,,,,Table 4-10 DT3-2-2,Barranco et al 2020,,,15.4,,,False,High,,True,Perfluorodecanesulfonic acid
PFDoA,Perfluorododecanoic acid,307-55-1,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,0.178 µg/kg,,,,,Table 4-10 DT3-2-2,Barranco et al 2020,,,0.178,,,False,High,,True,Perfluorododecanoic acid
PFOA,Perflouorooctanoate,335-67-1,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,100 µg/kg,,,,,Table 4-10 DT3-2-2,Barranco et al 2020,,,100.0,,,False,High,,True,Perfluorooctanoic acid
PFHxA,Perfluorohexanoic acid,307-24-4,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,	=112 µg/kg,,,,,Table 4-10 DT3-2-2,Barranco et al 2020,,,112.0,,,False,High,,True,Perfluorohexanoic acid
PFNA,Perfluorononanoic acid,375-95-1,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,	=12.1 µg/kg,,,,,Table 4-10 DT3-2-2,Barranco et al 2020,,,12.1,,,False,High,,True,Perfluorononanoic acid
PFHpA,Perfluoroheptanoic acid,375-85-9,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,22.1 µg/kg,,,,,Table 4-10 DT3-2-2,Barranco et al 2020,,,22.1,,,False,High,,True,Perfluoroheptanoic acid
PFHxS,Perfluorohexyl sulfonate,355-46-4,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,	=721 µg/kg,,,,,Table 4-10 DT3-2-2,Barranco et al 2020,,,721.0,,,False,High,,True,Perfluorohexanesulfonic acid
PFPeA,Perfluoropentanoic acid,2706-90-3,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,	=27.1 µg/kg,,,,,Table 4-10 DT3-2-2,Barranco et al 2020,,,27.1,,,False,High,,True,Perfluoropentanoic acid
FtS 6:2,Fluorotelomer sulfonate 6:2,27619-97-2,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,127 µg/kg,,,,,Table 4-10 DT3-2-2,Barranco et al 2020,,,127.0,,,False,High,,True,6:2 Fluorotelomer sulfonic acid
FtS 8:2,Fluorotelomer sulfonate 8:2,39108-34-4,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,217 µg/kg,,,,,Table 4-10 DT3-2-2,Barranco et al 2020,,,217.0,,,False,High,,True,8:2 Fluorotelomer sulfonic acid
PFHpS,Perfluoroheptyl sulfonate,375-92-8,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,	=134 µg/kg,,,,,Table 4-10 DT3-2-2,Barranco et al 2020,,,134.0,,,False,High,,True,Perfluoroheptanesulfonic acid
PFOS,Perfluorooctylsulfonate,1763-23-1,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,	=7210 µg/kg,,,,,Table 4-10 DT3-2-2,Barranco et al 2020,,,7210.0,,,False,High,,True,Perfluorooctanesulfonic acid
PFBA,Perfluorobutanoic acid,375-22-4,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,11 µg/kg,,,,,Table 4-10 DT3-2-2,Barranco et al 2020,,,11.0,,,False,High,,True,Perfluorobutanoic acid
PFBS,Perfluorobutyl sulfonate,375-73-5,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,148 µg/kg,,,,,Table 4-10 DT3-2-2,Barranco et al 2020,,,148.0,,,False,High,,True,Perfluorobutanesulfonic acid
PFNS,Perfluorononane sulfonate,474511-07-4,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,	=13.7 µg/kg,,,,,Table 4-10 DT3-2-2,Barranco et al 2020,,,13.7,,,False,High,,True,Perfluorononanesulfonate
PFPeS,Perfluoropentanesulfonic acid,2706-91-4,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,	=149 µg/kg,,,,,Table 4-10 DT3-2-2,Barranco et al 2020,,,149.0,,,False,High,,True,Perfluoropentanesulfonic acid
PFDoA,Perfluorododecanoic acid,307-55-1,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,0.163 µg/kg,,,,,Table 4-9 DT3-1-1,Barranco et al 2020,,,0.163,,,False,High,,True,Perfluorododecanoic acid
PFTeDA,Perfluorotetradecanoic acid,376-06-7,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,<19.5 µg/kg,,,,,Table 4-10 DT3-2-1,Barranco et al 2020,,,19.5,,,False,High,,True,Perfluorotetradecanoic acid
PFUnA,Perfluoroundecanoic acid,2058-94-8,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,	=0.176 µg/kg,,,,,Table 4-9 DT3-1-1,Barranco et al 2020,,,0.176,,,False,High,,True,Perfluoroundecanoic acid
FtS 4:2,Fluorotelomer sulfonate 4:2,414911-30-1,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,1.84 µg/kg,,,,,Table 4-9 DT3-1-1,Barranco et al 2020,,,1.84,,,False,High,,True,4:2 Fluorotelomer sulfonate
PFTriA,Perfluorotridecanoic acid,72629-94-8,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,<0.192 µg/kg,,,,,Table 4-9 DT3-1-1,Barranco et al 2020,,,0.192,,,False,High,,True,Perfluorotridecanoic acid
N-MeFOSAA,2-(N-Methylperfluorooctanesulfonamido)acetate,909405-48-7,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,<1.92 µg/kg,,,,,Table 4-9 DT3-1-1,Barranco et al 2020,,,1.92,,,False,High,,True,2-(N-Methylperfluorooctanesulfonamido)acetate
PFOSA,Perfluorooctanesulfonamide,754-91-6,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,	=3.32 µg/kg,,,,,Table 4-9 DT3-1-1,Barranco et al 2020,,,3.32,,,False,High,,True,Perfluorooctanesulfonamide
N-EtFOSAA,2-(N-Ethyl-perfluorooctanesulfonamido)acetate,2991-50-6,Indirect Thermal Desorption,Pilot,Soil,Soil spiked with AFFF,500.0,,Duration not listed,<97%,Percent Removed,,<1.92 µg/kg,,,,,Table 4-9 DT3-1-1,Barranco et al 2020,,,1.92,,,False,High,,True,2-(N-Ethylperfluorooctanesulfonamido)acetic acid
